,Hotel Names,Rating,Stars,Location,Center Distance,Price,Description
34,Hotel Vilamarí,"8,1",4,Eixample,1.9,1.105,"El Hotel Vilamarí se encuentra a 250 metros de la estación de metro Espanya y del Centro de Exposiciones Fira de Barcelona. Este hotel cuenta con terraza y un gimnasio pequeño con baño turco.

Las habitaciones del Vilamarí presentan una decoración sencilla y elegante con muebles de madera oscura. Todas las habitaciones disponen de TV de pantalla plana vía satélite. El baño es elegante e incluye artículos de aseo y secador de pelo. El hotel ofrece aire acondicionado o calefacción central, según la temporada.

El hotel está a 10 minutos a pie del Museo de Arte MNAC y la Fuente Mágica. Se encuentra a 200 metros del centro comercial Las Arenas. El puerto de Barcelona se halla a 15 minutos en metro y la playa de Barcelona, a 35 minutos."
35,H La Paloma Boutique,"8,0",2,Ciutat Vella,0.7,1.046,"El H La Paloma Boutique se encuentra en el barrio del Raval, a solo 200 metros del mercado de Sant Antoni.
 Las habitaciones del H La Paloma Boutique presentan una decoración moderna y elegante.
Cuentan con 1 cama extragrande, conexión WiFi gratuita, smart TV y baño privado con secador de pelo y artículos de aseo gratuitos. También cuentan con aparcamiento privado y servicio de habitaciones las 24 horas.
El H La Paloma Boutique goza de una ubicación ideal para visitar los principales centros de interés a pie, ya que se encuentra a 600 metros del Museo de Arte Moderno MACBA y a solo 5 minutos a pie del paseo de Gracia, la plaza de Cataluña y Las Ramblas.
Las estaciones de metro de Sant Antoni y Universidad están a pocos metros."
36,SM Hotel Teatre Auditori,"8,7",3,Eixample,1.8,1.015,"El SM Hotel Teatre Auditori se encuentra frente al teatro nacional de Cataluña, cerca de las estaciones de metro de Monumental y Glòries. Este elegante hotel ofrece habitaciones con TV vía satélite.

El Auditori presenta una decoración atractiva y elegante y ofrece habitaciones con aire acondicionado, escritorio y caja fuerte.

El desayuno se sirve en la cafetería del hotel.

El personal de recepción, disponible las 24 horas, ofrece información sobre los lugares de interés de Barcelona y un servicio de alquiler de coches y bicicletas.

El hotel está a solo 15 minutos a pie de la Sagrada Familia de Gaudí. La estación de metro de Glòries se encuentra a 4 paradas de la plaza de Cataluña y de las Ramblas."
37,Hostal Ramos,"7,7",3,Ciutat Vella,0.7,851,"El Hostal Ramos está situado en el barrio del Raval de Barcelona, ​​a solo 50 metros de las famosas Ramblas. Ofrece recepción 24 horas y habitaciones sencillas equipadas con aire acondicionado, TV y baño privado.

El Ramos cuenta con un ordenador con conexión a internet gratuita y consigna de equipaje.

El hostal se encuentra cerca de muchos de los lugares de interés de la ciudad, al lado del mercado de la Boquería y del teatro del Liceu.

La Plaza Catalunya está a sólo 5 minutos a pie del establecimiento. Los autobuses para el aeropuerto, los trenes y todas las líneas de metro paran aquí."
38,Residencia Universitaria La Ciutadella,"7,1",,Sant Martí,1.4,893,"Esta residencia de estudiantes moderna ofrece habitaciones prácticas con conexión gratuita a internet por cable y zona de cocina pequeña. Se halla en Barcelona, junto al parque de la Ciudadela y a solo 15 minutos a pie de la playa de La Barceloneta.

La Residencia La Ciutadella forma parte de la Universidad Pompeu Fabra y cuenta con gimnasio, 2 salas de TV, terraza amueblada y sala de juegos con mesa de billar, futbolín y mesa de ping pong. La recepción 24 horas ofrece servicio de préstamo de ordenadores portátiles, secadores de pelo y planchas.

El establecimiento La Ciutadella dispone de habitaciones sencillas con baño privado, zona de cocina y conexión gratuita a internet por cable. Los estudios executive incluyen TV de pantalla plana y servicio de limpieza a diario.

La residencia se encuentra a solo 10 minutos a pie del Barrio Gótico de Barcelona. La estación de autobuses Barcelona Nord y la estación de metro Arc de Triomf quedan a unos 500 metros. El campus de la Universidad Pompeu Fabra está a 20 minutos a pie.

La Residencia ofrece alojamiento a todos los miembros de la comunidad universitaria o educativa. Las habitaciones con 1 o 2 camas individuales están disponibles desde el 1 de julio hasta el 31 de agosto. Los apartamentos con salón independiente pueden reservarse durante todo el año.

La residencia está abierta todo el año para la comunidad universitaria (estudiantes, profesores, investigadores y personal administrativo)."
39,Catalonia Sagrada Familia,"8,4",3,Sant Martí,2.6,1.132,"El Catalonia Sagrada Familia se halla a 15 minutos a pie de la Sagrada Familia de Gaudí y a solo 300 metros de la estación de tren y metro del Clot. Cuenta con restaurante, gimnasio y piscina al aire libre de temporada.

El Catalonia Sagrada Familia presenta una bella decoración tradicional. Las habitaciones incluyen escritorio, nevera pequeña con agua gratuita y caja fuerte. Hay WiFi gratuita.
Todas las habitaciones del hotel están equipadas con Smart TV con la aplicación Chromecast.

El restaurante sirve un desayuno buffet, además de varios platos de la cocina catalana y mediterránea. También hay un bar y una cafetería que sirve bebidas y aperitivos todo el día.

El Catalonia Sagrada Familia presta servicio de alquiler de coches. El personal de la recepción 24 horas proporciona información turística sobre Barcelona. El hotel está a 200 metros de la Torre Agbar.

El centro de la ciudad queda a 4 paradas desde la estación de metro del Clot, donde también para el tren que lleva al aeropuerto."
40,Express by Gaiarooms,"7,0",2,Gracia,1.8,1.000,"El Express by Gaiarooms se encuentra en el céntrico barrio de Gràcia de Barcelona, a 5 minutos a pie del Passeig de Gràcia. El establecimiento ocupa un edificio reformado de estilo clásico y ofrece conexión Wi-Fi gratuita en todas sus instalaciones.

Las habitaciones del Express by Gaiarooms presentan un diseño minimalista y elegante y cuentan con aire acondicionado central, TV de pantalla plana, calefacción y caja fuerte. Casi todas tienen baño privado y algunas incluyen baño compartido.

A unos 5 minutos a pie del establecimiento Express hay gran cantidad de bares y restaurantes, en el popular barrio de Gràcia.

El Express by Gaiarooms está a 150 metros de la estación de tren FGC de Gràcia, a 500 metros de la estación de metro Fontana y a 5 minutos en tren de Las Ramblas."
41,Barceló Sants,"8,7",4,Sants,2.7,1.177,"El Barceló Sants está encima de la estación de tren de Sants de Barcelona y presenta una decoración espacial sutil en todas sus instalaciones. Ofrece habitaciones minimalistas con wifi gratuita, ducha de efecto lluvia y ventanas grandes con vistas a la ciudad.

Las habitaciones, que presentan una decoración moderna, también disponen de aire acondicionado y muebles de diseño. Tienen soporte para iPod, TV de pantalla plana y set de té y café. El baño incluye secador de pelo.

Este hotel de diseño dispone de centro de fitness.

El hotel alberga el restaurante Oxygen, que sirve un delicioso, completo y saludable desayuno buffet. También cuenta con el Orbital Bar, que sirve deliciosos cócteles y copas.

La estación de tren y metro de Sants ofrece acceso directo al aeropuerto de Barcelona y al centro histórico, situado a 3,5 km. Desde esta estación también salen trenes internacionales y AVE (trenes de alta velocidad) hasta Madrid.

El establecimiento tiene recepción abierta las 24 horas, mostrador de información turística y servicio de alquiler de coches. Hay aparcamiento disponible por un suplemento, y el hotel tiene zona de conexión wifi."
42,Barnapartments Monumental,"6,3",3,Eixample,1.8,1.311,"Barnapartments Monumental está en Barcelona, a 2,3 km de Platja de la Nova Icària y a 2,6 km de Platja del Somorrostro, y ofrece alojamiento con aire acondicionado, balcón y wifi gratis. Este apartamento está a 2,7 km de Platja del Bogatell y a 2,4 km de Palacio de la Música Catalana.

El apartamento dispone de 1 dormitorio, una cocina con nevera y microondas, y 1 baño con ducha y secador de pelo. Hay toallas y ropa de cama en el apartamento.

Cerca del alojamiento hay puntos de interés como Sagrada Familia, Casa Batlló y La Pedrera. El aeropuerto (Aeropuerto de Barcelona - El Prat) está a 15 km, y el alojamiento ofrece servicio de traslado de pago para ir o volver del aeropuerto."
43,Barcelona Fifteen central Aparthotel,"7,4",3,Sants,1.5,1.127,"El Barcelona Fifteen central Aparthotel está situado a solo 300 metros de la estación de metro y la avenida Parallel. Ofrece habitaciones modernas con aire acondicionado, WiFi gratuita y TV de pantalla plana por cable.

Las habitaciones son elegantes y disponen de baño privado, set de café y barra de desayuno. El establecimiento también ofrece estudios con zona de cocina.

El establecimiento alberga una terraza en la azotea. Hay lavadora, secadora de ropa y microondas de uso gratuito.

En las inmediaciones hay una gran variedad de restaurantes y bares. Los teatros de Paralelo también están cerca.

El Barcelona Fifteen Luxury se halla a 5 minutos a pie de Las Ramblas, a solo 12 minutos a pie del Puerto Viejo de Barcelona y a 20 minutos a pie de las plazas de España y de Cataluña, que proporcionan conexiones en autobús con el aeropuerto."
44,Catalonia Roma,"8,4",3,Eixample,2.1,1.237,"El Catalonia Roma se encuentra a 600 metros de la estación de Sants (AVE y metro). Ofrece WiFi gratuita. El centro de Barcelona queda a 10 minutos en metro o autobús.

Desde la estación de Sants, se puede tomar un tren directo al aeropuerto de Barcelona. La parada del autobús que lleva al aeropuerto también está fuera.

Las habitaciones son modernas y disponen de aire acondicionado, suelo de madera, TV vía satélite y nevera pequeña con agua gratuita. Hay caja fuerte, minibar y baño privado con secador de pelo.

El restaurante del hotel sirve un desayuno buffet. Se presta un servicio de habitaciones. También alberga un bar.

El hotel se encuentra a unos 15 minutos a pie de la plaza de España, de la Fuente Mágica de Montjuic y del Centro de Conferencias Fira.

La recepción del Catalonia Roma está abierta las 24 horas y cuenta con un gran tragaluz de estilo vidriera. Hay servicio de alquiler de coches y servicio de cambio de divisa.

Mascotas: Solo se admite 1 perro o gato de menos de 20 kg por habitación (bajo petición). Se debe abonar un suplemento de 22 EUR por animal y noche, además de un depósito de 200 EUR."
45,Ciutat Vella,"8,0",3,Ciutat Vella,0.35,1.089,"Este hotel boutique es elegante y ofrece habitaciones coloridas y modernas. Se encuentra en el centro histórico de la ciudad, a solo 4 minutos a pie de las Ramblas y la plaza de Catalunya. Cuenta con una bañera de hidromasaje en la azotea y una terraza.

El Ciutat Vella sirve café gratuito y dispone de un terminal con conexión a internet de uso gratuito. Además, hay conexión WiFi gratuita en todas las instalaciones.

Las habitaciones del Ciutat Vella cuentan con ventanales, TV de pantalla plana y baño moderno con ducha.

El Ciutat Vella está situado en el centro, ideal para visitar el corazón histórico de Barcelona. A menos de 10 minutos a pie encontrará numerosos bares, cafeterías y restaurantes. La estación de metro de Universitat está a 3 minutos."
46,Ecozentric,"7,4",3,Eixample,0.5,1.035,"El Ecozentric está situado en el centro de Barcelona, ​​a solo 5 minutos a pie de la Plaza de Cataluña y de la Casa Batlló de Gaudí. Este establecimiento ecológico ofrece habitaciones modernas con conexión Wi-Fi gratuita y TV LED.

Las habitaciones del Ecozentric están insonorizadas e incluyen aire acondicionado, TV de bajo consumo y sábanas de algodón orgánico. Todas disponen de baño privado con ducha de efecto lluvia.

El establecimiento sirve té, café y galletas de forma gratuita durante todo el día y cuenta con un salón donde podrá relajarse.

El Museo de Arte Contemporáneo de Barcelona MACBA y el barrio del Raval quedan a 7 minutos a pie del Ecozentric, mientras que el mercado de la Boquería y el Palau de la Música Catalana se hallan a 13 minutos, también a pie. De la Plaza de Cataluña parten autobuses hacia el aeropuerto.

El Ecozentric dona una parte de cada reserva para la reforestación de los bosques."
47,AC Hotel Barcelona Fórum by Marriott,"8,2",4,Sant Martí,4.8,1.314,"El AC Hotel Barcelona Forum se encuentra frente al centro comercial Diagonal Mar, al final de la avenida Diagonal. Ofrece piscina en la azotea y habitaciones de estilo moderno con vistas al mar Mediterráneo. El establecimiento proporciona WiFi gratuita en todas las instalaciones.

Todas las elegantes habitaciones están equipadas con TV de pantalla plana con canales vía satélite, minibar y baño privado con secador de pelo.

El bar Suite sirve cocina mediterránea saludable, como tapas y atún rojo. Se ofrece servicio de habitaciones las 24 horas. En la recepción hay caja fuerte.

El AC Hotel Barcelona Forum está a 500 metros de la estación de metro de Maresme, que ofrece conexiones con el Paseo de Gracia, en el centro de Barcelona, en 15 minutos. El aeropuerto de Barcelona-El Prat se halla a 19 km."
48,Ibis Barcelona Meridiana,"8,1",2,Nou Barris,5.5,862,"El Ibis Barcelona Meridiana está situado junto a la estación de Fabra i Puig, a 10 minutos en metro de la plaza Catalunya. Alberga un bar abierto las 24 horas y ofrece habitaciones con aire acondicionado y TV de pantalla plana vía satélite.

En el bar del Barcelona Meridiana se sirve una gran variedad de aperitivos y bebidas.

El Hotel Ibis Barcelona Meridiana se encuentra junto al centro comercial Heron City, donde hay restaurantes, cines y un gimnasio. Se ofrece aparcamiento público cubierto por un suplemento."
