,Hotel Names,Rating,Stars,Location,Center Distance,Price,Description
32,Sweett - Avenida Roma,"8,1",4,Eixample,1.2,2.769,"Sweett - Avenida Roma está a 14 min a pie de Casa Batlló, en Barcelona, y ofrece alojamiento con aire acondicionado y wifi gratis.

El alojamiento está equipado con TV y baño privado con bidet, bañera o ducha y artículos de aseo gratuitos. La cocina tiene lavavajillas, horno y microondas. También hay fogones y tostadora, además de cafetera y hervidor.

Cerca del alojamiento hay puntos de interés como Plaza Cataluña, Estación de metro Passeig de Gràcia y Estación de tren de Sants. El aeropuerto (Aeropuerto de Barcelona - El Prat) está a 12 km."
33,Casual Colours Barcelona,"8,3",2,Les Corts,2.3,2.166,"El Casual Colours Barcelona está situado a unos 10 minutos a pie de la estación de tren de Barcelona Sants y a 200 metros de la avenida Diagonal. Este hotel funcional ofrece habitaciones confortables y WiFi gratuita.

El Casual Colors presenta una decoración sencilla y atractiva. Cada habitación dispone de aire acondicionado, TV y minibar.

El establecimiento está bien comunicado con los principales lugares de interés de Barcelona. Las Ramblas y el centro histórico de la ciudad quedan a unos 15 minutos desde las estaciones de metro Sants o Entença.

El hotel sirve un desayuno buffet a diario. El personal de la recepción 24 horas puede gestionar reservas en restaurantes o facilitar información práctica sobre los lugares de interés de la ciudad.

La estación de metro Sants enlaza con el Centro de Exposiciones Fira y la plaza de España en solo 3 paradas. El autobús que lleva al aeropuerto para aquí."
34,Vincci Gala,"8,6",4,Eixample,0.5,4.365,"El hotel Vincci Gala está situado en pleno centro de Barcelona y ofrece habitaciones de lujo en un palacio protegido del siglo XIX. Además, proporciona conexión Wi-Fi gratuita.

Se ha conservado la fachada original, el suelo y la escalera central de este singular hotel logrando así un equilibrio entre arquitectura tradicional y diseño moderno.

Las habitaciones cuentan con aire acondicionado, baño privado con secador de pelo, artículos de aseo gratuitos y bañera o ducha, caja fuerte para ordenador portátil gratuita, cama extragrande, TV vía satélite con canales de pago y minibar.

El hotel alberga un restaurante y una cafetería y sirve un desayuno buffet. También ofrece servicio de alquiler de coches y de lavandería por un suplemento, y dispone de mostrador de información turística.

El hotel Vincci Gala se halla frente a la estación de metro de Urquinaona, a 2 minutos a pie de la Plaça Catalunya. Además, en las inmediaciones hay numerosos bares, restaurantes y tiendas y se puede llegar a La Sagrada Familia de Gaudí en 15 minutos en metro."
35,Yomo Hostal BCN Port,"8,0",2,Sants,1.5,1.602,"Este establecimiento está situado junto al puerto de Barcelona y ofrece conexión Wi-Fi gratuita. El Yomo Hostal BCN Port está a solo 100 metros de Las Ramblas y a 400 metros del Barrio Gótico.

La estación de metro Paral•lel está a pocos pasos. Ofrece acceso directo a la plaza Catalunya, la plaza Espanya y la Sagrada Familia. El funicular a Montjuic también sale de aquí.

El establecimiento se encuentra frente a las terminales de cruceros, a 10 minutos de la playa de Barcelona. Hay muchos autobuses y carriles para bicicletas en las inmediaciones.

Todas las habitaciones del Yomo Hostal BCN Port tienen TV, calefacción y aire acondicionado. Las habitaciones estándar disponen de baño privado y las habitaciones económicas tienen baño compartido.

Hay habitaciones familiares y habitaciones adaptadas para personas de movilidad reducida. Se proporciona servicio de limpieza diario."
36,Golden Hotel Barcelona,"8,3",4,Sant Martí,2.3,2.084,"El Golden Hotel Barcelona está ubicado en Barcelona, a 1,4 km de la Sagrada Familia, y cuenta con la certificación de sostenibilidad Biosphere. La terraza de la azotea cuenta con piscina al aire libre, jacuzzi y bar. El establecimiento se encuentra a 1,5 km del puerto olímpico, a 1,7 km de la Sagrada Familia y a 1,9 km del Museo Picasso. Hay gimnasio, restaurante y salón común.

 Todos los huéspedes alojados en el Golden Hotel Barcelona reciben 1 entrada gratuita (por persona y estancia) para el spa del complejo Hotel & Spa Villa Olimpic@ Suites, situado a 450 metros (servicio sujeto a disponibilidad y disponible previa reserva).

El alojamiento sirve un desayuno buffet a diario.

El personal de la recepción 24 horas habla español, catalán, alemán e inglés.

El aeropuerto de Barcelona-El Prat queda a 15 km."
37,Hotel Market,"7,6",3,Eixample,1.2,2.363,"El Hotel Market se encuentra en Barcelona, junto al mercado de San Antonio y ​​a 10 minutos a pie del Museo de Arte Contemporáneo MACBA. El establecimiento ofrece habitaciones elegantes con ducha de efecto lluvia y WiFi gratuita. También alberga un restaurante muy frecuentado.

Las habitaciones del Market Hotel presentan una decoración moderna y constan de vigas de madera oscura, paredes blancas y ventanas grandes. Todas las habitaciones incluyen baño privado. Algunas habitaciones cuentan con balcón o terraza.

El establecimiento se halla a 15 minutos a pie de la plaza de España y de la plaza Catalunya. Asimismo, el hotel está ubicado a unos 200 metros de la estación de metro Sant Antoni y a solo 2 minutos a pie de la parada del autobús que proporciona conexiones con el aeropuerto.

El restaurante del Market Hotel está especializado en platos de arroz y sirve una selección de platos de la cocina catalana moderna en un ambiente elegante."
38,Amister Apartments,"8,8",4,Eixample,0.3,2.724,"El Amister Apartments está situado en el centro de Barcelona, ​​a 300 metros de la plaza de Catalunya, y ofrece apartamentos de 1 dormitorio con conexión WiFi gratuita.

Todos los apartamentos del Amister tienen una cocina totalmente equipada, con horno y lavavajillas, que da a un salón comedor con sofá y TV de pantalla plana. También hay una lavadora y se proporcionan productos de limpieza.

En las calles de los alrededores, los huéspedes encontrarán tiendas, bares y sitios para comer.

Los autobuses con destino al aeropuerto paran de forma regular a solo 250 metros."
39,Tendency Apartments 5,"7,9",3,Eixample,0.6,3.831,"El Tendency Apartments 5 está situado frente a la famosa Casa Batlló y ofrece apartamentos modernos con aire acondicionado, TV de pantalla plana y conexión Wi-Fi gratuita. La mayoría de los apartamentos tiene vistas al famoso Paseo de Gracia.

Los apartamentos son luminosos y disponen de un salón comedor amplio con sofá cama y una cocina equipada con lavavajillas, fogones y utensilios de cocina. Todos tienen una lavadora y se proporcionan productos de limpieza.

Encontrará numerosos locales de restauración por la zona y un supermercado abierto 24 horas a 10 minutos a pie.

Los apartamentos gozan de una excelente ubicación a 5 minutos a pie de la plaza de Cataluña y las famosas Ramblas. La estación de trenes de Passeig de Gracia, situada a solo 300 metros, ofrece conexiones regulares con el aeropuerto."
40,David's House,"9,2",3,Gracia,2.6,3.602,"David's House es un alojamiento con vistas a la ciudad que se encuentra en Barcelona, a 1,8 km de Paseo de Gracia y a 2,3 km de La Pedrera. Este alojamiento con aire acondicionado está a 14 min a pie de Sagrada Familia y ofrece wifi gratis y parking privado en el propio alojamiento.

El apartamento dispone de 3 dormitorios, TV de pantalla plana con canales por cable, una cocina equipada con nevera y horno, lavadora y 1 baño con bidet. Hay toallas y ropa de cama en el apartamento.

Parque Güell está a 17 min a pie del alojamiento, y Casa Batlló está a 2,8 km. El aeropuerto (Aeropuerto de Barcelona - El Prat) está a 16 km, y el alojamiento ofrece servicio de traslado de pago para ir o volver del aeropuerto."
41,You Stylish City Center Apartments,"8,4",4,Eixample,0.15,5.424,"El You Stylish City Center Apartments, situado junto a la estación de Plaza Catalunya, ofrece apartamentos modernos con aire acondicionado y conexión Wi-Fi gratuita. Estos apartamentos de lujo están a solo 1 minuto a pie de Las Ramblas.

Los apartamentos son amplios y luminosos y presentan una decoración moderna y elegante. Incluyen calefacción y cocina moderna con vitrocerámica, lavavajillas y utensilios de cocina.

Se ofrece servicio de conserjería 24 horas.

El establecimiento está a 2 minutos a pie de varios restaurantes y tiendas, como El Corte Inglés. El mostrador de información turística del You Stylish proporciona información a los huéspedes. Además, hay una oficina de turismo a solo 150 metros, así como una piscina y un gimnasio en las inmediaciones, disponibles por un suplemento.

Los autobuses que van directamente al aeropuerto de Barcelona paran a solo 50 metros de los apartamentos. La estación Plaza de Cataluña proporciona conexiones directas en metro con todas las zonas de Barcelona y conexiones en tren con los Pirineos y la Costa Brava."
42,Suites Center Barcelona,"9,1",4,Gracia,1.5,4.342,"Estos elegantes apartamentos están situados en el famoso Passeig de Gràcia de Barcelona, en el corazón del Eixample. Están equipados con conexión inalámbrica a internet gratuita, TV vía satélite con pantalla de plasma y una moderna cocina.

El Suites Center Barcelona ofrece apartamentos con reproductor de CD y DVD, lavadora y hervidor de agua. Disponen de calefacción y aire acondicionado, baño con ducha y están insonorizados.

Parking privado disponible en el Suites Center Barcelona. La recepción está abierta las 24 horas.

El Suites está a sólo 20 m de la Casa Fuster, de estilo modernista, y a un corto paseo del conocido barrio de Gràcia. La estación de metro de Diagonal está a 200 m y ofrece acceso directo a Plaça Catalunya y a La Rambla."
43,Barcelonaforrent Tucson Suites,"7,5",4,Eixample,2.0,4.099,"El Barcelonaforrent Tucson Suites, situado a pocos pasos de la obra maestra de Gaudí, la Sagrada Familia, ofrece conexión Wi-Fi gratuita. Algunos apartamentos tienen acceso a una terraza privada en la azotea.

El Tucson Suites cuenta con cocina moderna equipada con lavavajillas, vitrocerámica y utensilios de cocina. Se abre a una sala de estar-comedor con paredes de ladrillo y techos abovedados tradicionales catalanes. Además, ofrece lavadora, secadora y productos de limpieza.

A menos de 2 minutos a pie hay varios bares, restaurantes y supermercados.

El alojamiento está muy bien comunicado por transporte público. En solo 15 minutos en metro se puede llegar al centro de Barcelona y a Passeig de Gracia, conocida zona de moda."
44,Sarriá - Sant Gervasi,"9,0",4,Sarrià,2.2,8.741,"Sarriá - Sant Gervasi está en Barcelona, a 15 min a pie de Paseo de Gracia, y dispone de alojamiento con terraza, wifi gratis y recepción 24 horas. Este alojamiento con vistas a la ciudad ofrece balcón.

Este apartamento con aire acondicionado consta de 3 dormitorios, una sala de estar, una cocina totalmente equipada con nevera y cafetera, y 2 baños con bidet y ducha. Hay toallas y ropa de cama en el apartamento.

La Pedrera está a 19 min a pie del alojamiento, y Casa Batlló está a 2,1 km. El aeropuerto (Aeropuerto de Barcelona - El Prat) está a 13 km, y el alojamiento ofrece servicio de traslado de pago para ir o volver del aeropuerto."
45,Lodging Apartments Liceu G2,"8,2",3,Ciutat Vella,0.9,4.233,"Lodging Apartments Liceu G2 es un alojamiento con una ubicación ideal en el centro de Barcelona que ofrece balcón. Este apartamento ofrece wifi gratis y está a 2,4 km de Platja de Sant Sebastià y a 2,4 km de Platja de Sant Miquel.

Este apartamento con aire acondicionado consta de 1 dormitorio, una sala de estar, una cocina totalmente equipada con nevera y cafetera, y 1 baño con ducha y artículos de aseo gratuitos. Hay TV.

Cerca del alojamiento hay puntos de interés como Mercado de la Boquería, Santa María del Mar y Museo Picasso. El aeropuerto (Aeropuerto de Barcelona - El Prat) está a 12 km."
46,BizFlats Eixample Apartments,"6,0",4,Eixample,0.9,4.205,"BizFlats Eixample Apartments ofrece bañera de hidromasaje, además de alojamiento con aire acondicionado y wifi gratis, en el centro de Barcelona, a 5 min a pie de La Pedrera. El alojamiento tiene bañera de hidromasaje y bañera de hidromasaje.

Cada unidad cuenta con cocina totalmente equipada con mesa de comedor, TV de pantalla plana con canales por cable y baño privado con ducha, artículos de aseo gratuitos y secador de pelo. También hay nevera, lavavajillas y horno, además de cafetera y hervidor.

Cerca del alojamiento hay puntos de interés como Casa Batlló, Paseo de Gracia y Estación de metro Passeig de Gràcia. El aeropuerto (Aeropuerto de Barcelona - El Prat) está a 14 km, y el alojamiento ofrece servicio de traslado de pago para ir o volver del aeropuerto."
